account_length,international_plan,voice_mail_plan,number_vmail_messages,customer_service_calls,churn,total_charge,total_minutes,total_calls
135,0,0,0,0,False,46.849999999999994,461.2,293
95,0,0,0,1,False,52.980000000000004,576.4000000000001,316
122,0,0,0,1,False,57.989999999999995,604.0999999999999,280
95,0,0,0,4,False,68.13,627.0999999999999,282
36,0,1,29,2,False,75.88000000000001,679.8,297
93,0,1,21,1,False,46.42999999999999,509.2,335
141,0,1,32,1,False,49.0,509.20000000000005,331
157,0,0,0,3,False,65.09,628.7,326
120,0,0,0,1,False,62.61000000000001,609.6999999999999,277
103,0,0,0,2,False,63.86,643.7,304
98,0,0,0,4,False,57.120000000000005,591.6999999999999,347
125,0,0,0,1,False,53.78999999999999,593.8,319
63,0,0,0,1,False,36.48,449.29999999999995,275
36,1,1,42,0,True,66.75,610.0,343
64,0,0,0,1,False,47.010000000000005,386.59999999999997,317
74,0,0,0,1,True,76.91000000000001,681.8,281
112,0,1,36,2,False,43.410000000000004,458.79999999999995,320
97,0,0,0,2,False,67.83,606.6000000000001,322
46,0,0,0,1,False,67.59,650.7,292
41,0,1,22,0,False,56.74,505.0,314
121,0,0,0,3,False,60.61,604.8,327
193,0,0,0,1,False,48.51,427.70000000000005,311
130,0,0,0,2,False,48.29,500.99999999999994,339
85,0,0,0,1,False,68.33999999999999,695.3,265
162,0,0,0,4,True,34.84,392.1,280
61,0,1,27,4,True,56.23,566.1999999999999,362
92,0,0,0,2,False,42.41,469.59999999999997,303
131,0,1,36,3,False,64.63,650.0999999999999,338
90,0,0,0,3,False,52.78999999999999,521.0,331
75,0,0,0,1,False,54.919999999999995,587.3000000000001,296
78,0,0,0,1,False,73.17999999999999,732.3,378
82,0,0,0,4,False,62.34,614.7,259
163,0,0,0,1,False,62.46,615.1,327
91,1,0,0,3,False,50.95,561.6000000000001,328
75,0,1,21,5,False,60.49999999999999,636.0999999999999,341
91,0,0,0,3,False,64.42999999999999,620.8,351
127,0,1,36,1,False,56.790000000000006,584.5,272
113,0,1,23,2,False,57.660000000000004,525.8000000000001,225
110,0,0,0,1,False,60.8,630.9,314
120,0,1,39,0,False,67.04,685.0,285
157,0,1,28,3,False,56.14,504.6,325
103,0,0,0,1,False,70.71,654.2,231
117,1,0,0,2,True,58.53,608.1,312
140,0,0,0,3,False,61.86,516.6999999999999,299
127,0,0,0,1,False,55.09,567.3000000000001,282
83,1,0,0,1,False,73.16,620.6,322
121,0,0,0,1,False,58.989999999999995,570.0,327
145,0,1,43,2,False,73.5,717.8,282
113,0,0,0,1,False,62.38,598.1,297
117,0,0,0,1,False,51.239999999999995,618.6,322
65,0,0,0,1,False,57.60000000000001,580.3,325
56,0,0,0,1,False,67.72000000000001,621.9,383
96,0,0,0,5,False,71.92,687.4,252
151,0,0,0,0,False,69.83,746.5,359
83,0,0,0,0,True,87.89,734.4999999999999,357
139,0,1,23,0,False,63.150000000000006,677.5,339
6,0,0,0,1,False,63.82,629.1,270
115,0,1,24,1,False,49.760000000000005,499.90000000000003,371
87,0,0,0,0,False,45.92,453.1,311
141,0,0,0,0,False,72.08999999999999,724.1,330
141,0,1,36,3,False,65.57,668.9,325
62,0,0,0,1,False,42.26,483.09999999999997,308
146,0,0,0,1,False,56.87,528.1999999999999,334
92,0,1,33,2,False,73.05999999999999,697.6999999999999,290
185,0,1,31,1,False,60.10000000000001,625.4000000000001,388
148,0,0,0,1,False,69.71000000000001,717.4,323
94,0,1,38,1,False,53.580000000000005,482.09999999999997,317
32,0,0,0,0,False,63.81,578.5999999999999,232
68,0,0,0,1,False,67.25,571.2,291
64,0,1,27,2,False,55.650000000000006,527.1,280
25,0,0,0,3,False,53.2,610.2,278
65,0,0,0,1,False,47.09,492.20000000000005,332
179,0,0,0,0,False,62.61999999999999,619.4,326
94,0,0,0,2,False,68.0,603.6,342
62,0,0,0,0,False,53.26,544.9000000000001,316
127,0,0,0,2,False,65.75,638.2,305
116,0,0,0,3,False,59.73,591.8000000000001,291
70,0,0,0,3,False,73.36,725.5999999999999,346
94,1,1,23,4,False,67.00999999999999,703.3,369
126,0,0,0,5,True,31.05,345.59999999999997,304
67,0,1,36,2,False,50.169999999999995,533.0999999999999,320
19,0,0,0,2,False,66.83000000000001,669.0,289
170,1,0,0,3,False,73.32999999999998,647.6999999999999,314
73,0,0,0,1,False,73.02,734.8,385
106,0,0,0,1,False,44.13,431.7,320
93,0,0,0,2,False,72.09,589.1999999999999,303
164,0,0,0,1,False,52.02,519.9,352
51,0,0,0,1,False,68.3,660.1,314
107,0,0,0,0,False,45.54,435.4,298
130,0,0,0,1,False,51.06,515.1,284
80,0,0,0,2,False,64.00999999999999,622.0,274
94,0,0,0,0,False,51.019999999999996,504.09999999999997,339
118,0,1,23,1,False,71.30999999999999,584.7,255
117,0,1,23,1,False,58.690000000000005,562.4,270
78,0,0,0,0,False,55.32999999999999,603.1,368
208,0,0,0,2,True,81.57000000000001,695.2,288
131,1,1,26,4,True,81.97999999999999,761.6999999999999,332
63,0,0,0,0,False,43.73,518.7,262
53,0,1,24,3,False,58.3,629.2,383
62,0,0,0,2,False,72.94,766.7,326
97,0,0,0,3,False,65.25,648.9,298
105,0,0,0,2,False,50.68,543.0,246
157,0,0,0,1,False,59.300000000000004,617.6999999999999,282
66,0,1,36,1,False,47.81,519.0,272
122,0,0,0,2,False,60.370000000000005,521.2,262
38,0,0,0,3,False,61.89,615.2,284
106,0,0,0,3,False,64.26,638.1000000000001,294
99,0,0,0,3,False,72.33,705.8,297
99,0,0,0,1,False,65.82,596.5,289
144,1,0,0,0,False,67.6,657.3000000000001,308
82,0,1,24,1,False,55.559999999999995,532.8000000000001,308
86,0,1,31,1,False,52.49999999999999,539.7,384
70,1,0,0,2,True,65.97,545.6,310
93,0,0,0,3,False,58.9,594.5999999999999,328
93,0,0,0,0,False,52.279999999999994,521.2,288
120,0,0,0,3,False,62.87,674.3,260
136,0,0,0,1,True,75.54,681.3,355
106,0,0,0,0,False,57.68,528.9,338
81,0,0,0,3,False,57.02,560.6,319
127,0,1,22,1,False,56.81999999999999,595.6,291
65,0,0,0,1,False,57.44,633.6,314
35,0,0,0,2,False,56.21,574.6999999999999,345
88,0,0,0,2,False,39.769999999999996,483.40000000000003,287
65,0,0,0,1,False,68.19000000000001,700.7,332
123,0,0,0,3,False,68.02,680.8000000000001,301
126,0,1,27,2,False,53.8,461.9,303
104,0,1,23,4,False,76.12,650.9,333
45,0,1,22,0,False,70.6,684.9999999999999,287
93,1,0,0,0,True,76.66999999999999,669.5,285
63,1,1,36,1,False,70.45,698.9,319
100,0,0,0,3,False,64.77000000000001,614.5,346
53,0,0,0,0,False,57.309999999999995,554.3000000000001,299
92,1,0,0,1,False,62.78,655.5999999999999,367
139,0,0,0,5,True,52.27,549.5000000000001,331
110,0,1,40,2,False,57.54,565.3,338
110,0,0,0,3,False,41.04,477.3,323
215,0,0,0,0,False,37.58,441.8,358
73,0,0,0,1,False,55.83,509.99999999999994,295
138,0,0,0,0,False,57.209999999999994,516.7,298
137,1,0,0,2,True,47.73,504.59999999999997,280
36,0,0,0,1,False,73.25999999999999,720.0,333
85,0,0,0,3,False,63.95,603.3000000000001,256
108,0,0,0,0,True,75.02000000000001,830.6,237
22,0,0,0,0,False,44.57,488.6,301
107,0,1,37,0,False,33.67,435.1,291
51,0,0,0,0,False,64.74000000000001,658.1,223
94,0,0,0,4,False,61.66,639.3000000000001,282
119,0,1,23,2,False,63.28,672.1999999999999,367
33,0,1,29,4,True,53.09,568.4,269
106,0,0,0,4,False,62.480000000000004,586.1,350
82,0,0,0,3,False,65.21,621.4,289
86,0,1,41,0,False,53.01,595.4,296
97,1,0,0,0,False,58.599999999999994,605.9,283
106,0,1,32,4,False,58.199999999999996,569.6,313
108,0,0,0,1,False,51.28,552.3,334
114,0,0,0,1,False,48.260000000000005,542.5,307
92,1,0,0,1,True,38.78,475.29999999999995,319
59,0,0,0,1,False,56.349999999999994,568.6,286
24,0,1,25,1,False,58.03,612.1000000000001,279
151,0,0,0,1,False,49.269999999999996,516.9,262
117,0,0,0,1,False,53.76,551.3,310
78,0,0,0,1,False,61.64,643.0,320
155,0,0,0,2,False,69.97999999999999,611.8,259
114,0,1,30,1,False,73.35,769.1999999999999,259
114,0,1,28,4,False,67.52999999999999,659.6,320
119,0,0,0,3,False,53.53,586.2,271
64,0,1,48,0,False,35.480000000000004,382.5,298
118,1,0,0,2,False,53.1,530.1,321
101,0,0,0,0,False,69.42999999999999,696.0,325
117,0,0,0,1,False,49.32,523.3000000000001,311
49,0,1,28,3,False,67.88,663.8,298
139,0,0,0,3,False,65.35000000000001,643.4000000000001,304
92,0,1,28,1,False,55.71,595.0999999999999,286
83,0,0,0,3,False,65.5,585.5,311
148,1,0,0,0,False,67.04,641.3000000000001,276
144,0,1,48,2,True,54.160000000000004,533.9000000000001,271
131,0,1,25,2,False,66.33999999999999,683.6999999999999,255
146,1,0,0,3,False,66.23,656.7,345
143,0,0,0,2,False,56.059999999999995,547.5,328
81,0,0,0,2,False,63.17,613.0,278
48,0,1,37,1,False,59.35,527.9000000000001,280
86,0,1,28,1,False,75.42000000000002,759.3,281
71,0,0,0,3,False,63.540000000000006,667.5,278
145,0,1,24,2,False,55.559999999999995,590.9,303
137,0,0,0,2,False,57.10000000000001,537.6999999999999,313
137,0,0,0,2,False,69.76,719.6,262
167,0,0,0,0,False,61.83,609.3000000000001,254
89,0,0,0,1,True,89.31,882.1999999999999,301
199,0,1,34,0,False,73.48,757.3,316
132,0,0,0,0,False,36.14,363.4,317
94,0,0,0,1,False,54.79,523.6999999999999,336
96,0,1,37,5,True,52.07,519.1999999999999,300
96,0,1,18,1,False,55.03,575.4,272
166,0,0,0,1,False,62.33,610.4000000000001,381
74,0,0,0,2,False,44.76,485.9,240
36,0,0,0,0,False,56.49,594.1999999999999,275
113,0,0,0,4,False,66.33000000000001,647.9,346
94,0,0,0,1,False,62.58,675.6999999999999,305
67,0,0,0,2,False,50.57,489.4,276
127,0,0,0,1,True,78.74000000000001,744.5000000000001,395
121,0,0,0,0,True,75.14999999999999,829.1,266
158,0,0,0,1,False,65.03,700.7,313
136,0,0,0,1,False,49.61000000000001,570.0,294
196,0,0,0,2,False,71.24,665.7,298
113,0,0,0,1,True,81.0,762.9000000000001,344
122,0,0,0,4,True,77.76,656.5,298
112,0,0,0,0,False,60.559999999999995,579.5,292
209,0,0,0,3,False,71.24000000000001,677.9999999999999,298
62,0,0,0,1,True,76.5,747.6,307
110,0,1,38,1,False,67.7,625.4000000000001,302
16,0,0,0,0,False,62.199999999999996,606.1,229
73,0,0,0,0,False,51.71,589.1999999999999,339
128,0,0,0,0,False,55.29,603.9,319
39,0,0,0,1,False,45.23,502.9,327
103,0,1,28,2,False,52.849999999999994,559.6,285
119,0,1,29,3,False,50.55,529.8000000000001,259
173,0,1,21,3,False,71.16,722.3,321
128,1,1,32,2,True,63.559999999999995,576.6,258
86,0,0,0,0,False,66.60000000000001,729.1,257
114,0,1,32,1,False,50.33,548.3,276
104,0,0,0,0,False,58.690000000000005,640.5,297
148,0,0,0,1,False,50.0,595.8,321
129,0,0,0,3,False,63.01,620.4,329
100,0,1,30,0,False,37.43,437.70000000000005,332
121,0,1,35,1,False,41.42,486.69999999999993,210
143,0,1,33,1,False,70.27999999999999,640.5,320
76,0,0,0,0,False,64.02,616.3,315
158,0,0,0,0,False,62.81,539.9,294
116,0,0,0,3,False,67.25,643.1,329
54,0,0,0,1,True,78.92999999999999,728.1999999999999,270
86,0,0,0,7,True,48.080000000000005,475.99999999999994,371
108,0,0,0,0,False,63.07,649.3,268
66,0,0,0,1,False,59.730000000000004,594.8,266
151,0,1,17,1,False,58.199999999999996,530.9,235
99,0,0,0,0,False,62.36,621.5,253
55,0,0,0,2,False,63.53,680.5,374
77,0,0,0,2,False,74.02,720.6,305
78,0,0,0,0,False,67.04,614.4,298
89,0,0,0,1,True,65.5,661.3000000000001,261
101,0,0,0,1,False,68.31,725.5999999999999,372
44,0,1,34,0,False,65.48,625.2,259
98,0,1,21,2,False,36.97,485.5,268
64,0,1,37,1,False,44.43000000000001,417.2,297
141,0,0,0,3,False,67.47999999999999,581.6,378
81,0,1,33,1,False,52.98,558.1000000000001,313
162,0,0,0,1,False,61.92999999999999,573.0,338
83,0,1,41,3,False,49.58,458.9000000000001,339
100,0,0,0,4,True,41.57,468.59999999999997,207
59,0,0,0,4,False,61.83,628.4,307
179,1,1,38,4,False,70.75000000000001,701.8000000000001,238
79,0,0,0,1,False,46.699999999999996,431.09999999999997,334
117,0,0,0,2,False,61.44,605.3000000000001,274
64,1,0,0,2,True,71.02,662.1,261
31,0,0,0,1,False,48.029999999999994,471.79999999999995,298
124,1,0,0,1,False,69.94999999999999,650.6999999999999,287
122,0,1,23,2,False,49.93999999999999,492.4,315
37,1,1,39,1,False,51.01,484.29999999999995,291
90,0,1,29,1,False,57.62,598.9999999999999,313
159,1,0,0,1,True,80.86999999999999,761.0999999999999,268
148,0,0,0,0,False,50.86,568.4,269
39,0,1,36,1,False,57.07000000000001,608.1,370
77,0,0,0,2,False,64.85000000000001,654.0999999999999,364
194,0,0,0,0,False,57.33,579.0,289
154,0,0,0,1,True,92.2,831.3,278
112,0,0,0,4,False,63.56,595.1,337
45,0,0,0,1,False,51.17,604.6,338
132,0,0,0,1,False,42.57,469.90000000000003,366
128,0,0,0,0,False,67.75,644.3,297
135,0,0,0,1,False,65.42,641.5,283
56,0,0,0,2,False,65.43,655.7,309
151,1,0,0,0,True,62.24,613.9999999999999,241
32,0,0,0,2,False,59.09,576.8,304
90,0,0,0,2,False,63.31,676.0,240
87,0,1,21,0,False,60.59,539.1,314
138,0,0,0,2,False,50.52,487.8,321
79,0,0,0,1,False,65.18,653.0,355
95,1,0,0,1,True,64.53,662.1,287
127,0,0,0,2,False,63.56000000000001,621.5999999999999,313
137,0,0,0,3,False,71.21,666.4000000000001,263
97,0,0,0,1,False,53.75,561.7,319
149,1,0,0,0,False,55.050000000000004,576.4000000000001,264
117,1,1,22,1,False,71.9,748.0000000000001,289
84,0,0,0,2,False,58.52,601.7,301
137,0,0,0,4,False,69.96,666.0,310
99,0,0,0,3,False,65.09,750.9,262
54,0,0,0,1,False,61.22,551.3,243
85,0,0,0,1,False,49.870000000000005,531.1,342
150,0,0,0,3,False,57.269999999999996,659.8000000000001,278
43,0,0,0,1,False,62.00999999999999,638.0000000000001,318
35,0,0,0,0,False,51.839999999999996,585.6,338
98,0,0,0,5,False,63.92000000000001,627.9,364
112,0,0,0,2,False,65.25,617.4,270
16,0,0,0,0,True,66.91000000000001,612.3,279
98,0,1,22,0,False,62.71,489.00000000000006,279
84,0,0,0,0,False,51.77,549.5,336
94,0,0,0,1,True,74.67,749.9000000000001,335
84,0,0,0,1,False,52.66,507.2,363
66,0,0,0,1,True,59.480000000000004,599.6,282
98,0,1,31,1,False,52.62,578.5999999999999,314
74,0,0,0,0,False,60.67,582.6,333
96,0,1,26,1,False,51.23,513.0,295
119,0,0,0,1,False,62.00000000000001,557.8000000000001,347
73,0,0,0,4,False,62.84,634.3,298
92,1,0,0,0,False,70.06,633.1,284
21,0,0,0,0,False,47.11000000000001,509.90000000000003,272
122,0,0,0,4,True,53.599999999999994,547.7,320
133,1,0,0,1,False,51.86,523.9,280
145,0,0,0,2,False,57.50999999999999,556.6999999999999,339
25,0,0,0,2,False,53.81,531.4,266
64,0,0,0,2,False,43.660000000000004,482.79999999999995,268
85,0,0,0,0,False,73.83,676.3000000000001,275
126,0,0,0,3,False,70.93,651.3,329
76,0,0,0,0,False,51.93,522.9,259
113,0,0,0,2,True,77.88,769.6999999999999,248
224,1,0,0,1,True,53.67,548.9,306
117,0,0,0,0,False,67.72,634.0,285
128,0,1,34,1,False,55.839999999999996,592.4000000000001,239
115,0,0,0,2,False,70.69,731.1,283
141,0,1,28,2,False,67.88000000000001,652.3999999999999,387
51,0,0,0,1,False,66.75999999999999,528.5999999999999,321
100,0,0,0,0,False,70.96999999999998,696.7,284
96,0,1,45,3,False,68.87,663.0,305
112,0,1,16,1,False,60.79,563.0999999999999,344
129,1,0,0,1,False,60.730000000000004,594.4999999999999,366
163,0,0,0,1,False,41.940000000000005,428.5,341
67,0,1,40,1,False,48.59,548.2,295
140,0,0,0,3,False,58.61000000000001,590.5,330
49,0,0,0,2,False,56.53,619.5,321
46,0,0,0,2,True,77.07,719.2,296
148,0,0,0,1,False,65.56,653.3000000000001,310
112,0,0,0,1,False,71.97999999999999,697.5,270
78,0,0,0,2,False,51.44,497.7,337
61,0,1,31,0,False,77.86,704.3000000000001,255
58,0,1,29,1,False,61.39,534.7,282
155,0,0,0,1,False,69.78,714.2,356
100,0,0,0,0,True,74.39999999999999,682.5,280
113,0,0,0,1,False,66.62,688.5,325
81,0,0,0,2,False,53.53000000000001,555.9,289
135,0,1,27,1,False,73.94999999999999,685.5,358
99,0,0,0,0,False,58.89,579.1,259
59,0,1,29,1,False,49.190000000000005,492.7,302
135,0,0,0,1,False,68.27000000000001,601.7,364
85,1,0,0,2,False,63.08,720.1999999999999,350
70,0,0,0,0,False,44.349999999999994,536.1,301
88,0,0,0,3,False,54.22,563.0,368
55,0,0,0,2,False,70.7,620.9,348
75,0,0,0,1,False,45.18,438.49999999999994,260
79,0,1,21,4,False,71.67,646.8,292
85,0,0,0,0,False,57.27,613.8,312
86,0,1,23,0,False,72.99000000000001,727.3,295
91,0,0,0,0,False,60.12,662.5999999999999,317
149,0,1,20,1,False,69.54,677.8999999999999,250
97,0,0,0,1,True,79.89,764.1,327
88,0,0,0,1,True,77.1,685.5,353
60,0,0,0,2,False,44.6,511.59999999999997,228
54,0,0,0,2,False,57.44,549.2,240
11,0,1,28,3,False,60.839999999999996,597.0,291
109,0,0,0,0,False,51.400000000000006,469.09999999999997,328
90,0,0,0,1,False,72.0,628.6,328
115,0,0,0,3,False,60.629999999999995,685.6,325
144,0,1,18,1,False,39.39,433.0,338
91,0,0,0,0,False,53.54,615.4,253
105,0,1,23,0,False,66.17999999999999,694.5999999999999,291
71,1,0,0,3,True,56.41,541.7,321
132,0,1,36,3,True,68.38000000000001,677.0999999999999,335
112,0,0,0,1,False,60.739999999999995,640.5000000000001,278
86,0,1,32,3,False,40.239999999999995,493.6,394
41,0,1,34,2,False,66.57,626.7,297
44,0,0,0,1,False,68.53,656.1999999999999,337
78,0,0,0,3,False,44.38,509.2,292
149,0,0,0,1,False,33.22,393.40000000000003,273
72,0,1,33,4,True,52.25000000000001,581.5,278
139,0,1,20,0,False,67.78999999999999,627.3,377
74,0,0,0,3,False,53.38,594.1,242
50,0,0,0,1,False,70.89,656.3000000000001,327
141,0,1,23,3,False,51.22,540.1,347
140,0,0,0,1,False,54.88999999999999,617.0000000000001,358
99,0,0,0,2,False,61.05,631.2,305
166,0,0,0,1,False,60.589999999999996,559.1,262
124,0,0,0,1,False,54.540000000000006,599.1999999999999,323
74,0,0,0,0,False,54.99999999999999,594.9,280
117,0,0,0,2,False,60.41,632.0,310
85,0,0,0,3,False,70.5,688.3,310
36,0,1,16,0,False,44.379999999999995,420.6,313
102,1,0,0,0,False,68.66,615.0999999999999,343
76,0,0,0,0,False,73.41,751.6,346
165,0,0,0,1,False,69.39999999999999,681.1,317
130,0,0,0,1,False,56.86,579.5,298
78,0,0,0,0,False,73.02999999999999,754.3,378
55,1,0,0,1,True,67.42,666.0,308
92,1,0,0,2,True,57.9,644.9,335
129,0,1,33,2,False,57.46,667.5999999999999,369
18,0,0,0,1,False,69.74,647.0000000000001,333
161,1,0,0,2,False,52.949999999999996,527.1,301
93,0,1,36,2,False,53.43000000000001,492.09999999999997,322
144,0,0,0,2,False,65.94,657.3,289
75,1,0,0,4,True,55.440000000000005,502.49999999999994,247
95,0,0,0,1,False,55.989999999999995,502.90000000000003,297
126,0,1,23,3,False,49.83,557.6,323
124,0,1,28,1,False,75.24000000000001,735.9,319
93,1,0,0,1,True,69.21000000000001,663.5,296
109,1,1,26,0,False,64.43,652.6999999999999,328
80,0,0,0,0,False,63.45,637.2,289
41,0,0,0,1,False,52.57,558.2,222
136,0,1,31,2,False,57.769999999999996,618.9,278
92,0,0,0,3,True,68.68,777.4,329
143,0,1,24,1,False,64.29,655.1,328
118,0,1,26,5,True,56.230000000000004,549.6,342
193,0,1,17,1,False,50.88,544.3,315
73,0,0,0,3,False,68.03,638.5999999999999,290
62,0,0,0,2,False,60.089999999999996,627.5000000000001,296
30,0,1,30,0,False,67.13000000000001,665.0000000000001,267
60,1,1,29,0,True,72.18,603.8,301
148,0,1,14,1,False,43.629999999999995,449.79999999999995,298
96,0,0,0,2,False,53.059999999999995,595.5,309
52,0,0,0,2,False,58.07,506.0999999999999,324
87,0,0,0,1,False,58.8,575.3,294
41,0,0,0,3,False,55.1,479.20000000000005,296
112,0,0,0,1,False,66.59,558.4,302
88,0,0,0,4,True,39.17,482.49999999999994,247
122,0,1,27,7,False,73.66000000000001,682.6,321
61,0,0,0,2,False,30.039999999999996,359.00000000000006,282
87,0,0,0,1,False,60.46999999999999,483.7,355
176,0,0,0,2,False,32.5,388.8,330
30,0,0,0,0,False,66.17999999999999,614.0999999999999,325
95,0,1,22,0,False,33.39,450.4,314
46,0,0,0,2,False,45.879999999999995,490.00000000000006,352
100,1,0,0,0,False,52.800000000000004,622.9,333
47,0,1,37,2,False,57.61,606.4,270
77,0,0,0,2,False,58.64,622.2,270
98,0,1,38,2,False,70.08,685.1,243
125,0,1,36,1,False,44.93,374.59999999999997,302
67,0,0,0,4,False,71.99000000000001,632.6,329
194,0,0,0,1,False,46.86,566.2,327
128,0,1,40,1,False,54.120000000000005,527.7,296
190,0,1,22,0,False,51.60999999999999,479.0,290
165,0,0,0,0,False,66.5,644.4999999999999,361
59,0,0,0,2,False,49.199999999999996,551.8,333
47,0,1,28,1,False,45.519999999999996,430.6,288
150,0,1,29,0,False,57.28,516.4,243
152,1,1,20,9,True,77.67999999999999,770.3,297
26,0,0,0,3,False,67.84,646.1,338
79,0,1,31,3,False,44.919999999999995,434.7,325
95,0,1,27,1,False,58.45,658.3,314
69,1,0,0,2,True,78.67,707.9,309
95,1,1,41,5,True,49.129999999999995,481.6,228
31,0,1,31,0,False,51.03,607.3,285
121,0,1,31,4,False,69.37,649.5,270
111,0,0,0,4,True,54.22,522.6,273
157,0,0,0,2,False,63.59,553.3,330
44,0,0,0,3,True,82.32,748.7,298
61,1,0,0,2,False,37.529999999999994,392.20000000000005,358
65,0,0,0,2,False,57.46,569.9000000000001,287
74,0,1,25,2,False,54.709999999999994,503.1,264
